date,state,total_cases,total_deaths
13/6/2020,NEGERI SEMBILAN,957,7
13/6/2020,MELAKA,252,5
13/6/2020,JOHOR,680,20
13/6/2020,PAHANG,365,7
13/6/2020,TERENGGANU,111,1
13/6/2020,KELANTAN,156,3
13/6/2020,SABAH,358,7
13/6/2020,SARAWAK,556,17
13/6/2020,WP KUALA LUMPUR,2410,25
13/6/2020,WP PUTRAJAYA,97,0
13/6/2020,WP LABUAN,17,0
14/6/2020,PERLIS,18,1
14/6/2020,KEDAH,96,1
14/6/2020,PULAU PINANG,121,1
14/6/2020,PERAK,257,6
14/6/2020,SELANGOR,1996,17
14/6/2020,NEGERI SEMBILAN,957,7
14/6/2020,MELAKA,253,5
14/6/2020,JOHOR,680,20
14/6/2020,PAHANG,365,7
14/6/2020,TERENGGANU,111,1
14/6/2020,KELANTAN,156,3
14/6/2020,SABAH,358,7
14/6/2020,SARAWAK,557,17
14/6/2020,WP KUALA LUMPUR,2414,25
14/6/2020,WP PUTRAJAYA,97,0
14/6/2020,WP LABUAN,17,0
15/6/2020,PERLIS,18,1
15/6/2020,KEDAH,96,1
15/6/2020,PULAU PINANG,121,1
15/6/2020,PERAK,257,6
15/6/2020,SELANGOR,1998,17
15/6/2020,NEGERI SEMBILAN,989,7
15/6/2020,MELAKA,255,5
15/6/2020,JOHOR,683,20
15/6/2020,PAHANG,365,7
15/6/2020,TERENGGANU,111,1
15/6/2020,KELANTAN,156,3
15/6/2020,SABAH,359,7
15/6/2020,SARAWAK,557,17
15/6/2020,WP KUALA LUMPUR,2415,25
15/6/2020,WP PUTRAJAYA,97,0
15/6/2020,WP LABUAN,17,0
